Timestamp,User Query,Bot Answer,Retrieved Sources
2026-06-18 11:02:57,what is for breakfast?,"Set 1: Bhagar Veg Upma + Medu Vada + Coconut Chutney+ Sambhar.
Set 2: Onion Uttapam + Dal Vada + Coconut Chutney+ Sambhar.
Set 3: Set Dosai (3 nos) + Medu Vada + Coconut Chutney+ Sambhar.
Set 4: 2 Stuffed (Aloo/ Gobhi/ Mix Veg. Etc) Paratha + Branded curd + Pickle in blister pack.
Set 5:  03 Idli + Medu Vada + Coconut Chutney+ Sambhar.
Set 6: Pongal + Medu Vada + Coconut Chutney+ Sambhar.
Set 7: Paneer. cutlet-2 + 2 sliced brown bread + Butter in blister pack. 


All sets are Rs.65 for breakfast.","[1] Breakfast | Set 5 | Rs.65 | Score: 0.6837 | Content: Service: Breakfast Set: 5 Items: 03 Idli + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[2] Breakfast | Set 6 | Rs.65 | Score: 0.6595 | Content: Service: Breakfast Set: 6 Items: Pongal + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[3] Breakfast | Set 2 | Rs.65 | Score: 0.6430 | Content: Service: Breakfast Set: 2 Items: Onion Uttapam + Dal Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[4] Breakfast | Overview | Rs.65 | Score: 0.6422 | Content: Service: Breakfast  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[5] Breakfast | Set 1 | Rs.65 | Score: 0.6234 | Content: Service: Breakfast Set: 1 Items: Bhagar Veg Upma + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[6] Breakfast | Set 3 | Rs.65 | Score: 0.5578 | Content: Service: Breakfast Set: 3 Items: Set Dosai (3 nos) + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[7] Breakfast | Set 7 | Rs.65 | Score: 0.4706 | Content: Service: Breakfast Set: 7 Items: Paneer. cutlet-2 + 2 sliced brown bread + Butter in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[8] Breakfast | Set 4 | Rs.65 | Score: 0.4646 | Content: Service: Breakfast Set: 4 Items: 2 Stuffed (Aloo/ Gobhi/ Mix Veg. Etc) Paratha + Branded curd + Pickle in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack."
2026-06-18 11:03:10,what can I get with rs. 100?,"With Rs.100 you can afford:
  - Morning Tea (Rs.15)
  - Evening Snacks (Rs.50)
  - Breakfast (Rs.65)
",
2026-06-18 11:03:23,what can I get with rs 120?,"With Rs.120 you can afford:
  - Morning Tea (Rs.15)
  - Evening Snacks (Rs.50)
  - Breakfast (Rs.65)
  - Lunch & Dinner (Rs.120)
",
2026-06-18 11:03:29,what can I get with rs 10?,"With Rs.10, you cannot afford any meal on the menu. The cheapest option is Morning Tea at Rs.15.",
2026-06-18 11:03:34,what can I get with rs 20?,"With Rs.20 you can afford:
  - Morning Tea (Rs.15)

Note: This is only enough for Morning Tea.",
2026-06-18 11:03:54,what are the tea options in the train?,Choice of Tea/ Coffee is available.  Masala Tea can be provided on demand.,"[1] Morning Tea | Overview | Rs.15 | Score: 0.0175 | Content: Service: Morning Tea  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:
[2] Breakfast | Set 1 | Rs.65 | Score: 0.0119 | Content: Service: Breakfast Set: 1 Items: Bhagar Veg Upma + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[3] Breakfast | Set 4 | Rs.65 | Score: 0.0116 | Content: Service: Breakfast Set: 4 Items: 2 Stuffed (Aloo/ Gobhi/ Mix Veg. Etc) Paratha + Branded curd + Pickle in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[4] General Information | Overview | Rs.0 | Score: 0.0116 | Content: General Service Information  The following policies apply to all meal types and sets: - The following policies apply across all services and rotating sets: - Service In Good Quality Casseroles - Food to be served on a tray, with tray mat having details of menu and IRCTC toll free number - Option of Jain/ diabetic Food to be provided. - Ready Made Masala Tea to be provided on demand
[5] Breakfast | Set 5 | Rs.65 | Score: 0.0103 | Content: Service: Breakfast Set: 5 Items: 03 Idli + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack."
2026-06-18 11:04:08,Do they give coffee too?,"Yes, Choice of Tea/Coffee is served with all meals.","[1] Breakfast | Overview | Rs.65 | Score: 0.0154 | Content: Service: Breakfast  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[2] Evening Snacks | Overview | Rs.50 | Score: 0.0132 | Content: Service: Evening Snacks  Common Items: Tomato Ketchup, Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:"
2026-06-18 11:07:20,what is served for morning tea?,"Morning Tea costs Rs.15 and includes Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.","[1] Morning Tea | Overview | Rs.15 | Score: 0.9924 | Content: Service: Morning Tea  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:"
2026-06-18 11:07:40,what is included in the breakfast menu?,"Breakfast sets are priced at Rs.65 and include:  
* Set 1: Bhagar Veg Upma + Medu Vada + Coconut Chutney+ Sambhar.
* Set 2: Onion Uttapam + Dal Vada + Coconut Chutney+ Sambhar.
* Set 3: Set Dosai (3 nos) + Medu Vada + Coconut Chutney+ Sambhar.
* Set 4: 2 Stuffed (Aloo/ Gobhi/ Mix Veg. Etc) Paratha + Branded curd + Pickle in blister pack.
* Set 5: 03 Idli + Medu Vada + Coconut Chutney+ Sambhar.
* Set 6: Pongal + Medu Vada + Coconut Chutney+ Sambhar.
* Set 7: Paneer. cutlet-2 + 2 sliced brown bread + Butter in blister pack.  

All these sets are served with Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.","[1] Breakfast | Set 6 | Rs.65 | Score: 0.8589 | Content: Service: Breakfast Set: 6 Items: Pongal + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[2] Breakfast | Set 5 | Rs.65 | Score: 0.8032 | Content: Service: Breakfast Set: 5 Items: 03 Idli + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[3] Breakfast | Overview | Rs.65 | Score: 0.7947 | Content: Service: Breakfast  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[4] Breakfast | Set 1 | Rs.65 | Score: 0.7588 | Content: Service: Breakfast Set: 1 Items: Bhagar Veg Upma + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[5] Breakfast | Set 2 | Rs.65 | Score: 0.7542 | Content: Service: Breakfast Set: 2 Items: Onion Uttapam + Dal Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[6] Breakfast | Set 3 | Rs.65 | Score: 0.7059 | Content: Service: Breakfast Set: 3 Items: Set Dosai (3 nos) + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[7] Breakfast | Set 4 | Rs.65 | Score: 0.6821 | Content: Service: Breakfast Set: 4 Items: 2 Stuffed (Aloo/ Gobhi/ Mix Veg. Etc) Paratha + Branded curd + Pickle in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[8] Breakfast | Set 7 | Rs.65 | Score: 0.6596 | Content: Service: Breakfast Set: 7 Items: Paneer. cutlet-2 + 2 sliced brown bread + Butter in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack."
2026-06-18 11:07:56,"What do I get for Evening Snacks?
","Evening Snacks are served in Set 1-7 and cost Rs.50.  Here's a list of the items available in each set:

* **Set 1:** Batata Vada
* **Set 2:** Baked Samosa
* **Set 3:** Mysore Bonda
* **Set 4:** Vadai
* **Set 5:** Aloo Samosa
* **Set 6:** Dal Kachori
* **Set 7:** Mysore Bonda","[1] Evening Snacks | Set 6 | Rs.50 | Score: 0.9934 | Content: Service: Evening Snacks Set: 6 Items: Dal Kachori.  Common Items: Tomato Ketchup, Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:
[2] Evening Snacks | Set 1 | Rs.50 | Score: 0.9928 | Content: Service: Evening Snacks Set: 1 Items: Batata Vada.  Common Items: Tomato Ketchup, Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:
[3] Evening Snacks | Set 4 | Rs.50 | Score: 0.9926 | Content: Service: Evening Snacks Set: 4 Items: Vadai.  Common Items: Tomato Ketchup, Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:
[4] Evening Snacks | Set 5 | Rs.50 | Score: 0.9919 | Content: Service: Evening Snacks Set: 5 Items: Aloo Samosa.  Common Items: Tomato Ketchup, Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:
[5] Evening Snacks | Set 3 | Rs.50 | Score: 0.9904 | Content: Service: Evening Snacks Set: 3 Items: Mysore Bonda.  Common Items: Tomato Ketchup, Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:
[6] Evening Snacks | Set 7 | Rs.50 | Score: 0.9891 | Content: Service: Evening Snacks Set: 7 Items: Mysore Bonda.  Common Items: Tomato Ketchup, Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:
[7] Evening Snacks | Overview | Rs.50 | Score: 0.9848 | Content: Service: Evening Snacks  Common Items: Tomato Ketchup, Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:
[8] Evening Snacks | Set 2 | Rs.50 | Score: 0.9837 | Content: Service: Evening Snacks Set: 2 Items: Baked Samosa.  Common Items: Tomato Ketchup, Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup.  Alternative Option:"
2026-06-18 11:08:12,"What is served for Lunch and Dinner?
","Lunch & Dinner are served from Set 1 to Set 7, each at Rs.120.  The items offered in the context are as follows: 

* **Set 1:** Veg. Pulao, Dal Arhar, Mix Seasonal Veg of regional preference.
* **Set 5:** Plain Rice, Dal Chola, Mix Seasonal Veg of regional preference.
* **Set 7:** Veg. Pulao, Dal Fry, Mix Seasonal Veg of regional preference.
* **Set 3:** Plain Rice, Moong Dal, Mix Seasonal Veg of regional preference.
* **Set None:** Plain Rice, Moong Dal, Mix Seasonal Veg of regional preference.
* **Set 6:** Jeera Rice, Moong Dal, Mix Seasonal Veg of regional preference.
* **Set 4:** Jeera Rice, Dal Chana, Mix Seasonal Veg of regional preference.
* **Set 2:** Jeera Rice, Dal Tadka, Mix Seasonal Veg of regional preference.","[1] Lunch & Dinner | Set 1 | Rs.120 | Score: 0.9955 | Content: Service: Lunch & Dinner Set: 1 Items: Veg. Pulao, Dal Arhar, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[2] Lunch & Dinner | Set 5 | Rs.120 | Score: 0.9949 | Content: Service: Lunch & Dinner Set: 5 Items: Plain Rice, Dal Chola, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[3] Lunch & Dinner | Set 7 | Rs.120 | Score: 0.9949 | Content: Service: Lunch & Dinner Set: 7 Items: Veg. Pulao, Dal Fry, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[4] Lunch & Dinner | Set 3 | Rs.120 | Score: 0.9944 | Content: Service: Lunch & Dinner Set: 3 Items: Plain Rice, Moong Dal, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[5] Lunch & Dinner | Overview | Rs.120 | Score: 0.9942 | Content: Service: Lunch & Dinner  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[6] Lunch & Dinner | Set 6 | Rs.120 | Score: 0.9936 | Content: Service: Lunch & Dinner Set: 6 Items: Jeera Rice, Moong Dal, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[7] Lunch & Dinner | Set 4 | Rs.120 | Score: 0.9928 | Content: Service: Lunch & Dinner Set: 4 Items: Jeera Rice, Dal Chana, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[8] Lunch & Dinner | Set 2 | Rs.120 | Score: 0.9923 | Content: Service: Lunch & Dinner Set: 2 Items: Jeera Rice, Dal Tadka, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken)."
2026-06-18 11:08:33,What is the morning tea item on Set 2?,I don't have that information.,
2026-06-18 11:08:52,What is the morning tea item on Set 2?,I don't have that information.,
2026-06-18 11:25:41,I wannt to book a train from mumbai to chennai.,I don't have that information.,
2026-06-18 11:26:05,Is there a non-veg option for lunch?,"Yes, any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference (boneless chicken).","[1] Lunch & Dinner | Overview | Rs.120 | Score: 0.7701 | Content: Service: Lunch & Dinner  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[2] Lunch & Dinner | Set 1 | Rs.120 | Score: 0.7015 | Content: Service: Lunch & Dinner Set: 1 Items: Veg. Pulao, Dal Arhar, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[3] Lunch & Dinner | Set 7 | Rs.120 | Score: 0.6705 | Content: Service: Lunch & Dinner Set: 7 Items: Veg. Pulao, Dal Fry, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[4] Lunch & Dinner | Set 5 | Rs.120 | Score: 0.6168 | Content: Service: Lunch & Dinner Set: 5 Items: Plain Rice, Dal Chola, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[5] Lunch & Dinner | Set 3 | Rs.120 | Score: 0.6021 | Content: Service: Lunch & Dinner Set: 3 Items: Plain Rice, Moong Dal, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[6] Lunch & Dinner | Set 6 | Rs.120 | Score: 0.5608 | Content: Service: Lunch & Dinner Set: 6 Items: Jeera Rice, Moong Dal, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[7] Lunch & Dinner | Set 4 | Rs.120 | Score: 0.5607 | Content: Service: Lunch & Dinner Set: 4 Items: Jeera Rice, Dal Chana, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[8] Lunch & Dinner | Set 2 | Rs.120 | Score: 0.5411 | Content: Service: Lunch & Dinner Set: 2 Items: Jeera Rice, Dal Tadka, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken)."
